NAP600_LIB_NAP600_NAP100_LIB_NAP100_NAP40_LIB_NAP40_NAP15_LIB_NAP15
40.32_Torréfaction et brûlerie de café, thé, chicorée et infusions, préparation d'épices et herbes aromatiques_40_Fabrication de produits alimentaires divers_T03_Autres industries agricoles et alimentaires_U02_Industries agricoles et alimentaires
40.33_Fabrication de condiments, vinaigre, sauces préparées_40_Fabrication de produits alimentaires divers_T03_Autres industries agricoles et alimentaires_U02_Industries agricoles et alimentaires
40.34_Fabrication d'aliments diététiques, aliments pour bébé, produits de régime_40_Fabrication de produits alimentaires divers_T03_Autres industries agricoles et alimentaires_U02_Industries agricoles et alimentaires
40.35_Fabrication d'entremets, desserts ménagers et petits déjeuners_40_Fabrication de produits alimentaires divers_T03_Autres industries agricoles et alimentaires_U02_Industries agricoles et alimentaires
40.36_Fabrication de bouillons et potages_40_Fabrication de produits alimentaires divers_T03_Autres industries agricoles et alimentaires_U02_Industries agricoles et alimentaires
40.37_Fabrication de produits alimentaires divers_40_Fabrication de produits alimentaires divers_T03_Autres industries agricoles et alimentaires_U02_Industries agricoles et alimentaires
41.01_Distillation d'alcool_41_Fabrication de boissons et alcools_T03_Autres industries agricoles et alimentaires_U02_Industries agricoles et alimentaires
41.02_Distillation d'eau de vie naturelle_41_Fabrication de boissons et alcools_T03_Autres industries agricoles et alimentaires_U02_Industries agricoles et alimentaires
41.03_Production de liqueurs et apéritifs alcoolisés autres qu'à base de vin_41_Fabrication de boissons et alcools_T03_Autres industries agricoles et alimentaires_U02_Industries agricoles et alimentaires
41.04_Production d'apéritifs à base de vin_41_Fabrication de boissons et alcools_T03_Autres industries agricoles et alimentaires_U02_Industries agricoles et alimentaires
41.05_Champagnisation_41_Fabrication de boissons et alcools_T03_Autres industries agricoles et alimentaires_U02_Industries agricoles et alimentaires
41.06_Brasserie_41_Fabrication de boissons et alcools_T03_Autres industries agricoles et alimentaires_U02_Industries agricoles et alimentaires
41.07_Cidrerie_41_Fabrication de boissons et alcools_T03_Autres industries agricoles et alimentaires_U02_Industries agricoles et alimentaires
41.08_Production de jus de fruits et de légumes_41_Fabrication de boissons et alcools_T03_Autres industries agricoles et alimentaires_U02_Industries agricoles et alimentaires
41.09_Fabrication de boissons non alcoolisées élaborées_41_Fabrication de boissons et alcools_T03_Autres industries agricoles et alimentaires_U02_Industries agricoles et alimentaires
41.10_Production d'eaux minérales naturelles_41_Fabrication de boissons et alcools_T03_Autres industries agricoles et alimentaires_U02_Industries agricoles et alimentaires
42.01_Transformation du tabac_42_Transformation du tabac_T03_Autres industries agricoles et alimentaires_U02_Industries agricoles et alimentaires
04.11_Production de combustibles minéraux solides_04_Production de combustibles minéraux solides et cokéfaction_T04_Production de combustibles minéraux solides et cokéfaction_U03_Production et distribution d'énergie
04.21_Cokéfaction_04_Production de combustibles minéraux solides et cokéfaction_T04_Production de combustibles minéraux solides et cokéfaction_U03_Production et distribution d'énergie
05.11_Extraction de pétrole_05_Production de pétrole et de gaz naturel_T05_Production de pétrole et de gaz naturel_U03_Production et distribution d'énergie
05.21_Extraction de gaz naturel_05_Production de pétrole et de gaz naturel_T05_Production de pétrole et de gaz naturel_U03_Production et distribution d'énergie
05.31_Raffinage de pétrole_05_Production de pétrole et de gaz naturel_T05_Production de pétrole et de gaz naturel_U03_Production et distribution d'énergie
06.01_Production et distribution d'électricité_06_Production et distribution d'électricité_T06_Production et distribution d'électricité, distribution de gaz et d'eau_U03_Production et distribution d'énergie
07.01_Distribution de gaz_07_Distribution de gaz_T06_Production et distribution d'électricité, distribution de gaz et d'eau_U03_Production et distribution d'énergie
08.01_Production et distribution d'eau_08_Distribution d'eau et chauffage urbain_T06_Production et distribution d'électricité, distribution de gaz et d'eau_U03_Production et distribution d'énergie
08.02_Chauffage urbain et distribution d'énergies diverses_08_Distribution d'eau et chauffage urbain_T06_Production et distribution d'électricité, distribution de gaz et d'eau_U03_Production et distribution d'énergie
09.01_Extraction et préparation de minerai de fer_09_Extraction et préparation de minerai de fer_T07_Production de minerais et de métaux ferreux, première transformation de l'acier_U04_Industries des biens intermédiaires
10.01_Sidérurgie_10_Sidérurgie_T07_Production de minerais et de métaux ferreux, première transformation de l'acier_U04_Industries des biens intermédiaires
11.01_Tréfilage de l'acier et production des dérivés du fil d'acier_11_Première transformation de l'acier_T07_Production de minerais et de métaux ferreux, première transformation de l'acier_U04_Industries des biens intermédiaires
11.02_Laminage à froid du feuillard d'acier_11_Première transformation de l'acier_T07_Production de minerais et de métaux ferreux, première transformation de l'acier_U04_Industries des biens intermédiaires
11.03_Etirage et profilage des produits pleins en acier_11_Première transformation de l'acier_T07_Production de minerais et de métaux ferreux, première transformation de l'acier_U04_Industries des biens intermédiaires
11.04_Profilage des produits plats en acier_11_Première transformation de l'acier_T07_Production de minerais et de métaux ferreux, première transformation de l'acier_U04_Industries des biens intermédiaires
11.05_Fabrication de tubes d'acier_11_Première transformation de l'acier_T07_Production de minerais et de métaux ferreux, première transformation de l'acier_U04_Industries des biens intermédiaires
12.01_Extraction et préparation de bauxite_12_Extraction et préparation de minerais non ferreux_T08_Production de minerais, métaux et demi-produits non ferreux_U04_Industries des biens intermédiaires
12.02_Extraction et préparation de minerais de plomb, zinc et cuivre_12_Extraction et préparation de minerais non ferreux_T08_Production de minerais, métaux et demi-produits non ferreux_U04_Industries des biens intermédiaires
12.03_Extraction de minerais contenant des matières fissiles et fer_12_Extraction et préparation de minerais non ferreux_T08_Production de minerais, métaux et demi-produits non ferreux_U04_Industries des biens intermédiaires
12.04_Extraction et préparation d'autres minerais métalliques_12_Extraction et préparation de minerais non ferreux_T08_Production de minerais, métaux et demi-produits non ferreux_U04_Industries des biens intermédiaires
13.01_Métallurgie de l'aluminium et des autres métaux légers_13_Métallurgie et première transformation des métaux non ferreux_T08_Production de minerais, métaux et demi-produits non ferreux_U04_Industries des biens intermédiaires
13.02_Métallurgie du plomb, du zinc, du cadmium_13_Métallurgie et première transformation des métaux non ferreux_T08_Production de minerais, métaux et demi-produits non ferreux_U04_Industries des biens intermédiaires
13.03_Métallurgie des métaux précieux_13_Métallurgie et première transformation des métaux non ferreux_T08_Production de minerais, métaux et demi-produits non ferreux_U04_Industries des biens intermédiaires
13.04_Métallurgie des ferro-alliages_13_Métallurgie et première transformation des métaux non ferreux_T08_Production de minerais, métaux et demi-produits non ferreux_U04_Industries des biens intermédiaires
13.05_Production d'autres métaux non ferreux_13_Métallurgie et première transformation des métaux non ferreux_T08_Production de minerais, métaux et demi-produits non ferreux_U04_Industries des biens intermédiaires
13.10_Fabrication de demi-produits en aluminium et autres métaux légers_13_Métallurgie et première transformation des métaux non ferreux_T08_Production de minerais, métaux et demi-produits non ferreux_U04_Industries des biens intermédiaires
13.11_Fabrication de demi-produits en plomb, zinc et cadmium_13_Métallurgie et première transformation des métaux non ferreux_T08_Production de minerais, métaux et demi-produits non ferreux_U04_Industries des biens intermédiaires
13.12_Fabrication de demi-produits en cuivre_13_Métallurgie et première transformation des métaux non ferreux_T08_Production de minerais, métaux et demi-produits non ferreux_U04_Industries des biens intermédiaires
13.13_Fabrication de demi-produits en métaux précieux_13_Métallurgie et première transformation des métaux non ferreux_T08_Production de minerais, métaux et demi-produits non ferreux_U04_Industries des biens intermédiaires
13.14_Fabrication d'autres demi-produits non ferreux_13_Métallurgie et première transformation des métaux non ferreux_T08_Production de minerais, métaux et demi-produits non ferreux_U04_Industries des biens intermédiaires
13.15_Production et transformation de matières fissiles_13_Métallurgie et première transformation des métaux non ferreux_T08_Production de minerais, métaux et demi-produits non ferreux_U04_Industries des biens intermédiaires
13.16_Production et transformation de matières fertiles_13_Métallurgie et première transformation des métaux non ferreux_T08_Production de minerais, métaux et demi-produits non ferreux_U04_Industries des biens intermédiaires
14.01_Production de sels (chlorure de sodium et sels divers) ; marais salants_14_Production de minéraux divers_T09_Production de matériaux de construction et de minéraux divers_U04_Industries des biens intermédiaires
14.02_Production de matériaux de carrière pour l'industrie_14_Production de minéraux divers_T09_Production de matériaux de construction et de minéraux divers_U04_Industries des biens intermédiaires
14.03_Production de minéraux divers : asphalte, talc etc.._14_Production de minéraux divers_T09_Production de matériaux de construction et de minéraux divers_U04_Industries des biens intermédiaires
15.01_Extraction de sables et graviers d'alluvions_15_Production de matériaux de construction et de céramique_T09_Production de matériaux de construction et de minéraux divers_U04_Industries des biens intermédiaires
15.02_Production de matériaux concassés de roche et de laitier_15_Production de matériaux de construction et de céramique_T09_Production de matériaux de construction et de minéraux divers_U04_Industries des biens intermédiaires
15.03_Production de pierres de construction_15_Production de matériaux de construction et de céramique_T09_Production de matériaux de construction et de minéraux divers_U04_Industries des biens intermédiaires
15.04_Extraction d'argiles, kaolin, terres réfractaires_15_Production de matériaux de construction et de céramique_T09_Production de matériaux de construction et de minéraux divers_U04_Industries des biens intermédiaires
15.05_Fabrication de plâtres et de produits en plâtre_15_Production de matériaux de construction et de céramique_T09_Production de matériaux de construction et de minéraux divers_U04_Industries des biens intermédiaires
15.06_Fabrication de chaux et ciments_15_Production de matériaux de construction et de céramique_T09_Production de matériaux de construction et de minéraux divers_U04_Industries des biens intermédiaires
15.07_Préparation et livraison de béton prêt à l'emploi_15_Production de matériaux de construction et de céramique_T09_Production de matériaux de construction et de minéraux divers_U04_Industries des biens intermédiaires
15.08_Fabrication de produits en béton_15_Production de matériaux de construction et de céramique_T09_Production de matériaux de construction et de minéraux divers_U04_Industries des biens intermédiaires
15.09_Fabrication de matériaux de construction divers_15_Production de matériaux de construction et de céramique_T09_Production de matériaux de construction et de minéraux divers_U04_Industries des biens intermédiaires
15.10_Fabrication de tuiles et briques_15_Production de matériaux de construction et de céramique_T09_Production de matériaux de construction et de minéraux divers_U04_Industries des biens intermédiaires
15.11_Fabrication de produits réfractaires_15_Production de matériaux de construction et de céramique_T09_Production de matériaux de construction et de minéraux divers_U04_Industries des biens intermédiaires
15.12_Fabrication de produits en grès, en faïence, en autres matières céramiques_15_Production de matériaux de construction et de céramique_T09_Production de matériaux de construction et de minéraux divers_U04_Industries des biens intermédiaires
15.13_Fabrication de vaisselle de ménage en céramique_15_Production de matériaux de construction et de céramique_T09_Production de matériaux de construction et de minéraux divers_U04_Industries des biens intermédiaires
16.01_Fabrication façonnage et transformation de verre plat, miroiterie_16_Industrie du verre_T10_Industrie du verre_U04_Industries des biens intermédiaires
16.02_Fabrication façonnage et transformation de verre creux mécanique, de verrerie de ménage_16_Industrie du verre_T10_Industrie du verre_U04_Industries des biens intermédiaires
16.03_Fabrication de verre à la main_16_Industrie du verre_T10_Industrie du verre_U04_Industries des biens intermédiaires
16.04_Fabrication de verre technique_16_Industrie du verre_T10_Industrie du verre_U04_Industries des biens intermédiaires
17.12_Industrie de l'acide sulfurique et des produits dérivés_17_Industrie chimique de base_T11_Chimie de base, production de fils et de fibres artificiels synthétiques_U04_Industries des biens intermédiaires
17.13_Fabrication de produits chimiques par électrolyse ou électrothermie_17_Industrie chimique de base_T11_Chimie de base, production de fils et de fibres artificiels synthétiques_U04_Industries des biens intermédiaires
17.14_Fabrication de gaz comprimés_17_Industrie chimique de base_T11_Chimie de base, production de fils et de fibres artificiels synthétiques_U04_Industries des biens intermédiaires
17.15_Fabrication d'opacifiants minéraux compositions et couleurs pour émaux_17_Industrie chimique de base_T11_Chimie de base, production de fils et de fibres artificiels synthétiques_U04_Industries des biens intermédiaires
17.16_Fabrication de produits divers de la chimie minérale_17_Industrie chimique de base_T11_Chimie de base, production de fils et de fibres artificiels synthétiques_U04_Industries des biens intermédiaires
17.17_Fabrication d'engrais azotés et autres produits azotés_17_Industrie chimique de base_T11_Chimie de base, production de fils et de fibres artificiels synthétiques_U04_Industries des biens intermédiaires
17.18_Fabrication d'engrais phosphatés_17_Industrie chimique de base_T11_Chimie de base, production de fils et de fibres artificiels synthétiques_U04_Industries des biens intermédiaires
17.19_Fabrication d'autres engrais_17_Industrie chimique de base_T11_Chimie de base, production de fils et de fibres artificiels synthétiques_U04_Industries des biens intermédiaires
17.21_Chimie organique de synthèse_17_Industrie chimique de base_T11_Chimie de base, production de fils et de fibres artificiels synthétiques_U04_Industries des biens intermédiaires
17.22_Fabrication de matières colorantes de synthèse_17_Industrie chimique de base_T11_Chimie de base, production de fils et de fibres artificiels synthétiques_U04_Industries des biens intermédiaires
17.23_Traitement chimique des corps gras notamment stéarinerie et glycérinerie ; fabrication de produits de base pour détergents_17_Industrie chimique de base_T11_Chimie de base, production de fils et de fibres artificiels synthétiques_U04_Industries des biens intermédiaires
17.24_Fabrication de produits de base pour la pharmacie_17_Industrie chimique de base_T11_Chimie de base, production de fils et de fibres artificiels synthétiques_U04_Industries des biens intermédiaires
17.25_Fabrication de produits auxiliaires pour les industries textiles, du cuir et du caoutchouc, transformation de matières animales et végétales_17_Industrie chimique de base_T11_Chimie de base, production de fils et de fibres artificiels synthétiques_U04_Industries des biens intermédiaires
17.26_Fabrication et distillation de goudrons_17_Industrie chimique de base_T11_Chimie de base, production de fils et de fibres artificiels synthétiques_U04_Industries des biens intermédiaires
17.27_Fabrication de matières plastiques_17_Industrie chimique de base_T11_Chimie de base, production de fils et de fibres artificiels synthétiques_U04_Industries des biens intermédiaires
17.28_Fabrication de caoutchouc synthétique et autres élastomères_17_Industrie chimique de base_T11_Chimie de base, production de fils et de fibres artificiels synthétiques_U04_Industries des biens intermédiaires
17.29_Fabrication d'huiles essentielles, d'arômes naturels et synthétiques_17_Industrie chimique de base_T11_Chimie de base, production de fils et de fibres artificiels synthétiques_U04_Industries des biens intermédiaires
43.01_Production de fibres discontinues et de fils continus artificiels_43_Industrie des fils et fibres artificiels et synthétiques_T11_Chimie de base, production de fils et de fibres artificiels synthétiques_U04_Industries des biens intermédiaires
43.02_Production de fibres discontinues et de fils continus synthétiques_43_Industrie des fils et fibres artificiels et synthétiques_T11_Chimie de base, production de fils et de fibres artificiels synthétiques_U04_Industries des biens intermédiaires
20.01_Fonderie de métaux ferreux_20_Fonderie_T13_Fonderie et travail des métaux_U04_Industries des biens intermédiaires
20.02_Fonderie de métaux non ferreux_20_Fonderie_T13_Fonderie et travail des métaux_U04_Industries des biens intermédiaires
21.01_Forge, estampage, matriçage_21_Travail des métaux_T13_Fonderie et travail des métaux_U04_Industries des biens intermédiaires
21.02_Découpage, emboutissage_21_Travail des métaux_T13_Fonderie et travail des métaux_U04_Industries des biens intermédiaires
21.03_Traitement et revêtement des métaux_21_Travail des métaux_T13_Fonderie et travail des métaux_U04_Industries des biens intermédiaires
21.04_Décolletage_21_Travail des métaux_T13_Fonderie et travail des métaux_U04_Industries des biens intermédiaires
21.05_Boulonnerie, visserie_21_Travail des métaux_T13_Fonderie et travail des métaux_U04_Industries des biens intermédiaires
21.06_Construction métallique_21_Travail des métaux_T13_Fonderie et travail des métaux_U04_Industries des biens intermédiaires
21.07_Menuiserie métallique de bâtiment_21_Travail des métaux_T13_Fonderie et travail des métaux_U04_Industries des biens intermédiaires
21.08_Mécanique générale, fabrication de moules et modèles_21_Travail des métaux_T13_Fonderie et travail des métaux_U04_Industries des biens intermédiaires
21.09_Fabrication d'outillage à main, d'outillage électroportatif, d'outillage agricole_21_Travail des métaux_T13_Fonderie et travail des métaux_U04_Industries des biens intermédiaires
21.10_Fabrication de ressorts_21_Travail des métaux_T13_Fonderie et travail des métaux_U04_Industries des biens intermédiaires
21.11_Fabrication de quincaillerie_21_Travail des métaux_T13_Fonderie et travail des métaux_U04_Industries des biens intermédiaires
21.12_Ferblanterie, fabrication d'articles de ménage, de coutellerie_21_Travail des métaux_T13_Fonderie et travail des métaux_U04_Industries des biens intermédiaires
21.13_Fabrication de mobilier métallique_21_Travail des métaux_T13_Fonderie et travail des métaux_U04_Industries des biens intermédiaires
21.14_Fabrication de fûts et tonnelets métalliques, de boîtes et emballages métalliques fabrication de conditionnements métalliques_21_Travail des métaux_T13_Fonderie et travail des métaux_U04_Industries des biens intermédiaires
21.15_Fabrication de petits articles métalliques_21_Travail des métaux_T13_Fonderie et travail des métaux_U04_Industries des biens intermédiaires
21.16_Frittage des métaux, fabrication d'aimants permanents_21_Travail des métaux_T13_Fonderie et travail des métaux_U04_Industries des biens intermédiaires
21.17_Fabrication d'armes de chasse, de tir, de défense_21_Travail des métaux_T13_Fonderie et travail des métaux_U04_Industries des biens intermédiaires
50.01_Fabrication de pâtes à papier_50_Industrie du papier et du carton_T21_Industries de papier et du carton_U04_Industries des biens intermédiaires
50.02_Fabrication de papiers et de cartons_50_Industrie du papier et du carton_T21_Industries de papier et du carton_U04_Industries des biens intermédiaires
50.03_Fabrication d'articles de papeterie_50_Industrie du papier et du carton_T21_Industries de papier et du carton_U04_Industries des biens intermédiaires
50.04_Transformation du papier_50_Industrie du papier et du carton_T21_Industries de papier et du carton_U04_Industries des biens intermédiaires
50.06_Fabrication de carton ondulé et de produits en carton ondulé_50_Industrie du papier et du carton_T21_Industries de papier et du carton_U04_Industries des biens intermédiaires
50.07_Fabrication de cartonnages_50_Industrie du papier et du carton_T21_Industries de papier et du carton_U04_Industries des biens intermédiaires
52.01_Fabrication de pneumatiques et chambres à air_52_Industrie du caoutchouc_T23_Industrie du caoutchouc, transformation des matières plastiques_U04_Industries des biens intermédiaires
52.02_Rechapage et réparation industrielle de pneumatiques_52_Industrie du caoutchouc_T23_Industrie du caoutchouc, transformation des matières plastiques_U04_Industries des biens intermédiaires
52.03_Fabrication d'ouvrages en caoutchouc_52_Industrie du caoutchouc_T23_Industrie du caoutchouc, transformation des matières plastiques_U04_Industries des biens intermédiaires
52.04_Fabrication d'ouvrages en amiante_52_Industrie du caoutchouc_T23_Industrie du caoutchouc, transformation des matières plastiques_U04_Industries des biens intermédiaires
53.01_Fabrication de mélanges, plaques, feuilles, films, tubes, tuyaux et profilés_53_Transformation des matières plastiques_T23_Industrie du caoutchouc, transformation des matières plastiques_U04_Industries des biens intermédiaires
53.02_Fabrication de pièces diverses pour l'industrie_53_Transformation des matières plastiques_T23_Industrie du caoutchouc, transformation des matières plastiques_U04_Industries des biens intermédiaires
53.03_Fabrication d'emballages en matières plastiques_53_Transformation des matières plastiques_T23_Industrie du caoutchouc, transformation des matières plastiques_U04_Industries des biens intermédiaires
53.04_Fabrication d'éléments pour le bâtiment_53_Transformation des matières plastiques_T23_Industrie du caoutchouc, transformation des matières plastiques_U04_Industries des biens intermédiaires
53.05_Fabrication de produits de consommation divers_53_Transformation des matières plastiques_T23_Industrie du caoutchouc, transformation des matières plastiques_U04_Industries des biens intermédiaires
53.06_Fabrication de pellicules cellulosiques_53_Transformation des matières plastiques_T23_Industrie du caoutchouc, transformation des matières plastiques_U04_Industries des biens intermédiaires
22.01_Fabrication de tracteurs agricoles_22_Fabrication de machines agricoles_T14_Construction mécanique_U05_Industries des biens d'équipement
22.02_Fabrication d'autre matériel agricole_22_Fabrication de machines agricoles_T14_Construction mécanique_U05_Industries des biens d'équipement
23.01_Fabrication de machines-outils à métaux_23_Fabrication de machines-outils_T14_Construction mécanique_U05_Industries des biens d'équipement
23.02_Fabrication de machines à bois_23_Fabrication de machines-outils_T14_Construction mécanique_U05_Industries des biens d'équipement
23.03_Fabrication d'outillage, outils pour machines_23_Fabrication de machines-outils_T14_Construction mécanique_U05_Industries des biens d'équipement
23.04_Fabrication d'engrenages et organes de transmission_23_Fabrication de machines-outils_T14_Construction mécanique_U05_Industries des biens d'équipement
23.05_Fabrication de matériel de soudage_23_Fabrication de machines-outils_T14_Construction mécanique_U05_Industries des biens d'équipement
24.01_Robinetterie_24_Production d'équipement industriel_T14_Construction mécanique_U05_Industries des biens d'équipement
24.02_Fabrication et installation de fours_24_Production d'équipement industriel_T14_Construction mécanique_U05_Industries des biens d'équipement
24.03_Fabrication et installation de matériel aéraulique, thermique et frigorifique_24_Production d'équipement industriel_T14_Construction mécanique_U05_Industries des biens d'équipement
24.04_Fabrication de moteurs à combustion interne autres que pour l'automobile et l'aéronautique_24_Production d'équipement industriel_T14_Construction mécanique_U05_Industries des biens d'équipement
24.05_Fabrication de transmissions hydrauliques et pneumatiques_24_Production d'équipement industriel_T14_Construction mécanique_U05_Industries des biens d'équipement
24.06_Fabrication de pompes et compresseurs_24_Production d'équipement industriel_T14_Construction mécanique_U05_Industries des biens d'équipement
24.07_Fabrication de turbines thermiques et hydrauliques et d'équipements de barrages_24_Production d'équipement industriel_T14_Construction mécanique_U05_Industries des biens d'équipement
24.08_Chaudronnerie_24_Production d'équipement industriel_T14_Construction mécanique_U05_Industries des biens d'équipement
24.09_Fabrication de machines pour les industries alimentaires chimiques, plastiques et de machines à chaussures_24_Production d'équipement industriel_T14_Construction mécanique_U05_Industries des biens d'équipement
24.10_Fabrication de machines pour les industries textiles et de machines à coudre industrielles_24_Production d'équipement industriel_T14_Construction mécanique_U05_Industries des biens d'équipement
24.11_Fabrication de machines pour les industries du papier, du carton et des arts graphiques_24_Production d'équipement industriel_T14_Construction mécanique_U05_Industries des biens d'équipement
25.01_Fabrication de matériel de travaux publics_25_Fabrication de matériel de manutention, de matériel pour les mines, la sidérurgie, le génie civil_T14_Construction mécanique_U05_Industries des biens d'équipement
25.02_Fabrication de matériel pour la sidérurgie pour la fonderie, pour la préparation des matériaux, matériel fixe de chemin de fer_25_Fabrication de matériel de manutention, de matériel pour les mines, la sidérurgie, le génie civil_T14_Construction mécanique_U05_Industries des biens d'équipement
25.03_Fabrication de matériel de manutention et de levage_25_Fabrication de matériel de manutention, de matériel pour les mines, la sidérurgie, le génie civil_T14_Construction mécanique_U05_Industries des biens d'équipement
25.04_Fabrication de matériel de mines et de forage_25_Fabrication de matériel de manutention, de matériel pour les mines, la sidérurgie, le génie civil_T14_Construction mécanique_U05_Industries des biens d'équipement
34.01_Horlogerie_34_Fabrication d'instruments et matériels de précision_T14_Construction mécanique_U05_Industries des biens d'équipement
34.02_Fabrication d'appareils de pesage et de compteurs, d'instruments de métrologie_34_Fabrication d'instruments et matériels de précision_T14_Construction mécanique_U05_Industries des biens d'équipement
