Niv4_Niv3_Niv2_Niv1_NAF Rev 2 - Version finale_NAF Rev 2 - 65 caractères_NAF Rev 2 - 40 Caractères
08.12_08.1_08_B_Exploitation de gravières et sablières, extraction d'argiles et de kaolin_Exploit gravieres & sablieres, extraction argiles & kaolin_Exploit. gravière & sabl., extr. argile
08.91_08.9_08_B_Extraction des minéraux chimiques et d'engrais minéraux_Extraction des minéraux chimiques et d'engrais minéraux_Extr. minéraux chimiq. & engrais min.
08.92_08.9_08_B_Extraction de tourbe_Extraction de tourbe_Extraction de tourbe
08.93_08.9_08_B_Production de sel_Production de sel_Production de sel
08.99_08.9_08_B_Autres activités extractives n.c.a._Autres activités extractives n.c.a._Autres activités extractives n.c.a.
09.10_09.1_09_C_Activités de soutien à l'extraction d'hydrocarbures_Activités de soutien à l'extraction d'hydrocarbures_Act. de soutien à l'extr. hydrocarbures
09.90_09.9_09_C_Activités de soutien aux autres industries extractives_Activités de soutien aux autres industries extractives_Act. de soutien aut. indus. extractives
10.11_10.1_10_C_Transformation et conservation de la viande de boucherie_Transformation et conservation de la viande de boucherie_Transf. & conserv. viande de boucherie
10.12_10.1_10_C_Transformation et conservation de la viande de volaille_Transformation et conservation de la viande de volaille_Transf. & conserv. de viande de volaille
10.13_10.1_10_C_Préparation de produits à base de viande_Préparation de produits à base de viande_Préparation de produits à base de viande
10.20_10.2_10_C_Transformation et conservation de poisson, de crustacés et de mollusques_Transform. & conserv. poisson, crustacés & mollusques_Transf. & conserv. poisson, crust., etc.
10.31_10.3_10_C_Transformation et conservation de pommes de terre_Transformation et conservation de pommes de terre_Transf. et conserv. de pommes de terre
10.32_10.3_10_C_Préparation de jus de fruits et légumes_Préparation de jus de fruits et légumes_Préparation de jus de fruits et légumes
10.39_10.3_10_C_Autre transformation et conservation de fruits et légumes_Autre transformation et conservation de fruits et légumes_Aut. transf. & cons. de fruit et légume
10.41_10.4_10_C_Fabrication d'huiles et graisses_Fabrication d'huiles et graisses_Fabrication d'huiles et graisses
10.42_10.4_10_C_Fabrication de margarine et graisses comestibles similaires_Fabrication de margarine et graisses comestibles similaires_Fab. de margarine & graisses similaires
10.51_10.5_10_C_Exploitation de laiteries et fabrication de fromage_Exploitation de laiteries et fabrication de fromage_Expl. de laiteries et fabric. de fromage
10.52_10.5_10_C_Fabrication de glaces et sorbets_Fabrication de glaces et sorbets_Fabrication de glaces et sorbets
10.61_10.6_10_C_Travail des grains_Travail des grains_Travail des grains
10.62_10.6_10_C_Fabrication de produits amylacés_Fabrication de produits amylacés_Fabrication de produits amylacés
10.71_10.7_10_C_Fabrication de pain et de pâtisserie fraîche_Fabrication de pain et de pâtisserie fraîche_Fab. de pain et de pâtisserie fraîche
10.72_10.7_10_C_Fabrication de biscuits, biscottes et pâtisseries de conservation_Fabrication de biscuits, biscottes et pâtisseries de conservation_Fab. pain, biscuit & pâtiss. de conserv.
10.73_10.7_10_C_Fabrication de pâtes alimentaires_Fabrication de pâtes alimentaires_Fabrication de pâtes alimentaires
10.81_10.8_10_C_Fabrication de sucre_Fabrication de sucre_Fabrication de sucre
10.82_10.8_10_C_Fabrication de cacao, chocolat et de produits de confiserie_Fabrication de cacao, chocolat et de produits de confiserie_Fabric. de cacao, chocolat & confiseries
10.83_10.8_10_C_Transformation du thé et du café_Transformation du thé et du café_Transformation du thé et du café
10.84_10.8_10_C_Fabrication de condiments et assaisonnements_Fabrication de condiments et assaisonnements_Fabric. de condiments et assaisonnements
10.85_10.8_10_C_Fabrication de plats préparés_Fabrication de plats préparés_Fabrication de plats préparés
10.86_10.8_10_C_Fabrication d'aliments homogénéisés et diététiques_Fabrication d'aliments homogénéisés et diététiques_Fab. d'aliment homogénéisé & diététique
10.89_10.8_10_C_Fabrication d'autres produits alimentaires n.c.a._Fabrication d'autres produits alimentaires n.c.a._Fab. d'autres prod. alimentaires n.c.a.
10.91_10.9_10_C_Fabrication d'aliments pour animaux de ferme_Fabrication d'aliments pour animaux de ferme_Fabric. d'aliments pour animaux de ferme
10.92_10.9_10_C_Fabrication d'aliments pour animaux de compagnie_Fabrication d'aliments pour animaux de compagnie_Fab. aliments pour animaux de compagnie
11.01_11.0_11_C_Production de boissons alcooliques distillées_Production de boissons alcooliques distillées_Prod. de boissons alcooliques distillées
11.02_11.0_11_C_Production de vin (de raisin)_Production de vin (de raisin)_Production de vin (de raisin)
11.03_11.0_11_C_Fabrication de cidre et de vins de fruits_Fabrication de cidre et de vins de fruits_Fabrication de cidre & de vins de fruits
11.04_11.0_11_C_Production d'autres boissons fermentées non distillées_Production d'autres boissons fermentées non distillées_Prod. aut. boisson fermentée non distil.
11.05_11.0_11_C_Fabrication de bière_Fabrication de bière_Fabrication de bière
11.06_11.0_11_C_Fabrication de malt_Fabrication de malt_Fabrication de malt
11.07_11.0_11_C_Industrie des eaux minérales et autres eaux embouteillées et des boissons rafraîchissantes_Industrie des eaux embouteillées et des boissons rafraîchissantes_Ind. eaux & boissons rafraîchissantes
12.00_12.0_12_C_Fabrication de produits à base de tabac_Fabrication de produits à base de tabac_Fabrication de produits à base de tabac
13.10_13.1_13_C_Préparation de fibres textiles et filature_Préparation de fibres textiles et filature_Prépa. de fibres textiles et filature
13.20_13.2_13_C_Tissage_Tissage_Tissage
13.30_13.3_13_C_Ennoblissement textile_Ennoblissement textile_Ennoblissement textile
13.91_13.9_13_C_Fabrication d'étoffes à mailles_Fabrication d'étoffes à mailles_Fabrication d'étoffes à mailles
13.92_13.9_13_C_Fabrication d'articles textiles, sauf habillement_Fabrication d'articles textiles, sauf habillement_Fab. d'article textile, sauf habillement
13.93_13.9_13_C_Fabrication de tapis et moquettes_Fabrication de tapis et moquettes_Fabrication de tapis et moquettes
13.94_13.9_13_C_Fabrication de ficelles, cordes et filets_Fabrication de ficelles, cordes et filets_Fabric. de ficelles, cordes et filets
13.95_13.9_13_C_Fabrication de non-tissés, sauf habillement_Fabrication de non-tissés, sauf habillement_Fabric. de non-tissés, sauf habillement
13.96_13.9_13_C_Fabrication d'autres textiles techniques et industriels_Fabrication d'autres textiles techniques et industriels_Fab. autre textile techniq. & industriel
13.99_13.9_13_C_Fabrication d'autres textiles n.c.a._Fabrication d'autres textiles n.c.a._Fabrication d'autres textiles n.c.a.
14.11_14.1_14_C_Fabrication de vêtements en cuir_Fabrication de vêtements en cuir_Fabrication de vêtements en cuir
14.12_14.1_14_C_Fabrication de vêtements de travail_Fabrication de vêtements de travail_Fabrication de vêtements de travail
14.13_14.1_14_C_Fabrication de vêtements de dessus_Fabrication de vêtements de dessus_Fabrication de vêtements de dessus
14.14_14.1_14_C_Fabrication de vêtements de dessous_Fabrication de vêtements de dessous_Fabrication de vêtements de dessous
14.19_14.1_14_C_Fabrication d'autres vêtements et accessoires_Fabrication d'autres vêtements et accessoires_Fabric. autres vêtements et accessoires
14.20_14.2_14_C_Fabrication d'articles en fourrure_Fabrication d'articles en fourrure_Fabrication d'articles en fourrure
14.31_14.3_14_C_Fabrication d'articles chaussants à mailles_Fabrication d'articles chaussants à mailles_Fabric. d'articles chaussants à mailles
14.39_14.3_14_C_Fabrication d'autres articles à mailles_Fabrication d'autres articles à mailles_Fabrication d'autres articles à mailles
15.11_15.1_15_C_Apprêt et tannage des cuirs ; préparation et teinture des fourrures_Apprêt, tannage des cuirs; préparation et teinture des fourrures_Prépa. cuirs; prép. & teinture fourrures
15.12_15.1_15_C_Fabrication d'articles de voyage, de maroquinerie et de sellerie_Fabrication d'articles de voyage, de maroquinerie et de sellerie_Fab. art. voyage, maroquin., & sellerie
15.20_15.2_15_C_Fabrication de chaussures_Fabrication de chaussures_Fabrication de chaussures
16.10_16.1_16_C_Sciage et rabotage du bois_Sciage et rabotage du bois_Sciage et rabotage du bois
16.21_16.2_16_C_Fabrication de placage et de panneaux de bois_Fabrication de placage et de panneaux de bois_Fabric. placage et panneaux de bois
16.22_16.2_16_C_Fabrication de parquets assemblés_Fabrication de parquets assemblés_Fabrication de parquets assemblés
16.23_16.2_16_C_Fabrication de charpentes et d'autres menuiseries_Fabrication de charpentes et d'autres menuiseries_Fab. charpentes et autres menuiseries
16.24_16.2_16_C_Fabrication d'emballages en bois_Fabrication d'emballages en bois_Fabrication d'emballages en bois
16.29_16.2_16_C_Fabrication d'objets divers en bois ; fabrication d'objets en liège, vannerie et sparterie_Fabrication objets divers en bois, liège, vannerie et sparterie_Fab. objet div. bois, liège, vann., etc.
17.11_17.1_17_C_Fabrication de pâte à papier_Fabrication de pâte à papier_Fabrication de pâte à papier
17.12_17.1_17_C_Fabrication de papier et de carton_Fabrication de papier et de carton_Fabrication de papier et de carton
17.21_17.2_17_C_Fabrication de papier et carton ondulés et d'emballages en papier ou en carton_Fabrication papier & carton ondulés & emballages papier ou carton_Fab. papier & carton & emball. pap.-car.
17.22_17.2_17_C_Fabrication d'articles en papier à usage sanitaire ou domestique_Fabrication d'articles en papier à usage sanitaire ou domestique_Fab. article papier sanit. ou domestique
17.23_17.2_17_C_Fabrication d'articles de papeterie_Fabrication d'articles de papeterie_Fabrication d'articles de papeterie
17.24_17.2_17_C_Fabrication de papiers peints_Fabrication de papiers peints_Fabrication de papiers peints
17.29_17.2_17_C_Fabrication d'autres articles en papier ou en carton_Fabrication d'autres articles en papier ou en carton_Fab. aut. article en papier ou en carton
18.11_18.1_18_C_Imprimerie de journaux_Imprimerie de journaux_Imprimerie de journaux
18.12_18.1_18_C_Autre imprimerie (labeur)_Autre imprimerie (labeur)_Autre imprimerie (labeur)
18.13_18.1_18_C_Activités de pré-presse_Activités de pré-presse_Activités de pré-presse
18.14_18.1_18_C_Reliure et activités connexes_Reliure et activités connexes_Reliure et activités connexes
18.20_18.2_18_C_Reproduction d'enregistrements_Reproduction d'enregistrements_Reproduction d'enregistrements
19.10_19.1_19_C_Cokéfaction_Cokéfaction_Cokéfaction
19.20_19.2_19_C_Raffinage du pétrole_Raffinage du pétrole_Raffinage du pétrole
20.11_20.1_20_C_Fabrication de gaz industriels_Fabrication de gaz industriels_Fabrication de gaz industriels
20.12_20.1_20_C_Fabrication de colorants et de pigments_Fabrication de colorants et de pigments_Fabrication de colorants et de pigments
20.13_20.1_20_C_Fabrication d'autres produits chimiques inorganiques de base_Fabrication d'autres produits chimiques inorganiques de base_Fab. aut. prod. chimique inorg. de base
20.14_20.1_20_C_Fabrication d'autres produits chimiques organiques de base_Fabrication d'autres produits chimiques organiques de base_Fab. aut. prod. chimique org. de base
20.15_20.1_20_C_Fabrication de produits azotés et d'engrais_Fabrication de produits azotés et d'engrais_Fabric. de produits azotés et d'engrais
20.16_20.1_20_C_Fabrication de matières plastiques de base_Fabrication de matières plastiques de base_Fabric. de matières plastiques de base
20.17_20.1_20_C_Fabrication de caoutchouc synthétique_Fabrication de caoutchouc synthétique_Fabrication de caoutchouc synthétique
20.20_20.2_20_C_Fabrication de pesticides et d'autres produits agrochimiques_Fabrication de pesticides et d’autres produits agrochimiques_Fab. pesticide & aut. prod. agrochimique
20.30_20.3_20_C_Fabrication de peintures, vernis, encres et mastics_Fabrication de peintures, vernis, encres et mastics_Fab. de peinture, vernis, encre & mastic
20.41_20.4_20_C_Fabrication de savons, détergents et produits d'entretien_Fabrication de savons, détergents et produits d'entretien_Fab. savon, détergent & prod. entretien
20.42_20.4_20_C_Fabrication de parfums et de produits pour la toilette_Fabrication de parfums et de produits pour la toilette_Fab. parfum & produit pour la toilette
20.51_20.5_20_C_Fabrication de produits explosifs_Fabrication de produits explosifs_Fabrication de produits explosifs
20.52_20.5_20_C_Fabrication de colles_Fabrication de colles_Fabrication de colles
20.53_20.5_20_C_Fabrication d'huiles essentielles_Fabrication d'huiles essentielles_Fabrication d'huiles essentielles
20.59_20.5_20_C_Fabrication d'autres produits chimiques n.c.a._Fabrication d'autres produits chimiques n.c.a._Fabric. autres produits chimiques n.c.a.
20.60_20.6_20_C_Fabrication de fibres artificielles ou synthétiques_Fabrication de fibres artificielles ou synthétiques_Fab. fibre artificielle ou synthétique
21.10_21.1_21_C_Fabrication de produits pharmaceutiques de base_Fabrication de produits pharmaceutiques de base_Fab. de produits pharmaceutiques de base
21.20_21.2_21_C_Fabrication de préparations pharmaceutiques_Fabrication de préparations pharmaceutiques_Fabric. de préparations pharmaceutiques
22.11_22.1_22_C_Fabrication et rechapage de pneumatiques_Fabrication et rechapage de pneumatiques_Fabrication et rechapage de pneumatiques
22.19_22.1_22_C_Fabrication d'autres articles en caoutchouc_Fabrication d'autres articles en caoutchouc_Fabric. d'autres articles en caoutchouc
22.21_22.2_22_C_Fabrication de plaques, feuilles, tubes et profilés en matières plastiques_Fabrication plaques, feuilles, tubes et profilés en plastique_Fab. plaque, feuille, tube, etc. plast.
22.22_22.2_22_C_Fabrication d'emballages en matières plastiques_Fabrication d'emballages en matières plastiques_Fab. d'emballage en matière plastique
22.23_22.2_22_C_Fabrication d'éléments en matières plastiques pour la construction_Fabrication d'éléments matières plastiques pour la construction_Fab. élément mat. plastiq. pr construct.
22.29_22.2_22_C_Fabrication d'autres articles en matières plastiques_Fabrication d'autres articles en matières plastiques_Fab. autre article en matière plastique
23.11_23.1_23_C_Fabrication de verre plat_Fabrication de verre plat_Fabrication de verre plat
23.12_23.1_23_C_Façonnage et transformation du verre plat_Façonnage et transformation du verre plat_Façonnage & transformation du verre plat
23.13_23.1_23_C_Fabrication de verre creux_Fabrication de verre creux_Fabrication de verre creux
23.14_23.1_23_C_Fabrication de fibres de verre_Fabrication de fibres de verre_Fabrication de fibres de verre
23.19_23.1_23_C_Fabrication et façonnage d'autres articles en verre, y compris verre technique_Fabrication & façonnage autres articles verre yc verre technique_Fab. & façonnage aut. article en verre
23.20_23.2_23_C_Fabrication de produits réfractaires_Fabrication de produits réfractaires_Fabrication de produits réfractaires
23.31_23.3_23_C_Fabrication de carreaux en céramique_Fabrication de carreaux en céramique_Fabrication de carreaux en céramique
23.32_23.3_23_C_Fabrication de briques, tuiles et produits de construction, en terre cuite_Fabrication briques tuiles & prod. de construction en terre cuite_Fab. produit construct. en terre cuite
23.41_23.4_23_C_Fabrication d'articles céramiques à usage domestique ou ornemental_Fabrication d'articles céramiques à usage domestique, ornemental_Fab. art. céramiq. usage domest. & déco.
23.42_23.4_23_C_Fabrication d'appareils sanitaires en céramique_Fabrication d'appareils sanitaires en céramique_Fab. appareil sanitaire en céramique
23.43_23.4_23_C_Fabrication d'isolateurs et pièces isolantes en céramique_Fabrication d'isolateurs et pièces isolantes en céramique_Fab. isolateur & pièce isolante céramiq.
23.44_23.4_23_C_Fabrication d'autres produits céramiques à usage technique_Fabrication d'autres produits céramiques à usage technique_Fab. aut. prod. céram. à usage technique
23.49_23.4_23_C_Fabrication d'autres produits céramiques_Fabrication d'autres produits céramiques_Fabrication d'autres produits céramiques
23.51_23.5_23_C_Fabrication de ciment_Fabrication de ciment_Fabrication de ciment
23.52_23.5_23_C_Fabrication de chaux et plâtre_Fabrication de chaux et plâtre_Fabrication de chaux et plâtre
23.61_23.6_23_C_Fabrication d'éléments en béton pour la construction_Fabrication d'éléments en béton pour la construction_Fab. élément en béton pour la construct.
23.62_23.6_23_C_Fabrication d'éléments en plâtre pour la construction_Fabrication d'éléments en plâtre pour la construction_Fab. élément en plâtre pour la construc.
23.63_23.6_23_C_Fabrication de béton prêt à l'emploi_Fabrication de béton prêt à l'emploi_Fabrication de béton prêt à l'emploi
23.64_23.6_23_C_Fabrication de mortiers et bétons secs_Fabrication de mortiers et bétons secs_Fabrication de mortiers et bétons secs
23.65_23.6_23_C_Fabrication d'ouvrages en fibre-ciment_Fabrication d'ouvrages en fibre-ciment_Fabrication d'ouvrages en fibre-ciment
23.69_23.6_23_C_Fabrication d'autres ouvrages en béton, en ciment ou en plâtre_Fabrication d'autres ouvrages en béton, en ciment ou en plâtre_Fab. aut. ouvrage béton, ciment, plâtre
23.70_23.7_23_C_Taille, façonnage et finissage de pierres_Taille, façonnage et finissage de pierres_Taille, façonnage & finissage de pierres
23.91_23.9_23_C_Fabrication de produits abrasifs_Fabrication de produits abrasifs_Fabrication de produits abrasifs
23.99_23.9_23_C_Fabrication d'autres produits minéraux non métalliques n.c.a._Fabrication d'autres produits minéraux non métalliques n.c.a._Fab. aut. prod. minéraux non métal. nca.
24.10_24.1_24_C_Sidérurgie_Sidérurgie_Sidérurgie
24.20_24.2_24_C_Fabrication de tubes, tuyaux, profilés creux et accessoires correspondants en acier_Fabric. tubes, tuyaux, profilés creux & accessoir. corresp. acier_Fab. tube, profilé creux etc. en acier
24.31_24.3_24_C_Étirage à froid de barres_Étirage à froid de barres_Étirage à froid de barres
24.32_24.3_24_C_Laminage à froid de feuillards_Laminage à froid de feuillards_Laminage à froid de feuillards
24.33_24.3_24_C_Profilage à froid par formage ou pliage_Profilage à froid par formage ou pliage_Profilage à froid par formage ou pliage
24.34_24.3_24_C_Tréfilage à froid_Tréfilage à froid_Tréfilage à froid
24.41_24.4_24_C_Production de métaux précieux_Production de métaux précieux_Production de métaux précieux
24.42_24.4_24_C_Métallurgie de l'aluminium_Métallurgie de l'aluminium_Métallurgie de l'aluminium
24.43_24.4_24_C_Métallurgie du plomb, du zinc ou de l'étain_Métallurgie du plomb, du zinc ou de l'étain_Métallurgie du Pb, du Zn ou du Sn
24.44_24.4_24_C_Métallurgie du cuivre_Métallurgie du cuivre_Métallurgie du cuivre
24.45_24.4_24_C_Métallurgie des autres métaux non ferreux_Métallurgie des autres métaux non ferreux_Métallurgie autres métaux non ferreux
24.46_24.4_24_C_Élaboration et transformation de matières nucléaires_Élaboration et transformation de matières nucléaires_Élaboration et transform. mat. nucléaire
24.51_24.5_24_C_Fonderie de fonte_Fonderie de fonte_Fonderie de fonte
24.52_24.5_24_C_Fonderie d'acier_Fonderie d'acier_Fonderie d'acier
24.53_24.5_24_C_Fonderie de métaux légers_Fonderie de métaux légers_Fonderie de métaux légers
24.54_24.5_24_C_Fonderie d'autres métaux non ferreux_Fonderie d'autres métaux non ferreux_Fonderie d'autres métaux non ferreux
25.11_25.1_25_C_Fabrication de structures métalliques et de parties de structures_Fabrication de structures métalliques et de parties de structures_Fab. structure métal. & partie structure
25.12_25.1_25_C_Fabrication de portes et fenêtres en métal_Fabrication de portes et fenêtres en métal_Fabric. de portes et fenêtres en métal
25.21_25.2_25_C_Fabrication de radiateurs et de chaudières pour le chauffage central_Fabrication radiateurs et chaudières pour le chauffage central_Fab. radiat. & chaudière pr chauf. ctral
25.29_25.2_25_C_Fabrication d'autres réservoirs, citernes et conteneurs métalliques_Fabrication d'autres réservoirs, citernes, conteneurs métalliques_Fab. aut. réservr, citerne, etc. métal.
25.30_25.3_25_C_Fabrication de générateurs de vapeur, à l'exception des chaudières pour le chauffage central_Fabric. générateurs vapeur sf chaudières pour chauffage central_Fab. générat. vapeur sf pr chauff. ctral
25.40_25.4_25_C_Fabrication d'armes et de munitions_Fabrication d'armes et de munitions_Fabrication d'armes et de munitions
25.50_25.5_25_C_Forge, emboutissage, estampage ; métallurgie des poudres_Forge, emboutissage, estampage; métallurgie des poudres_Forge, etc.; métallurgie des poudres
25.61_25.6_25_C_Traitement et revêtement des métaux_Traitement et revêtement des métaux_Traitement et revêtement des métaux
25.62_25.6_25_C_Usinage_Usinage_Usinage
25.71_25.7_25_C_Fabrication de coutellerie_Fabrication de coutellerie_Fabrication de coutellerie
25.72_25.7_25_C_Fabrication de serrures et de ferrures_Fabrication de serrures et de ferrures_Fabrication de serrures et de ferrures
25.73_25.7_25_C_Fabrication d'outillage_Fabrication d'outillage_Fabrication d'outillage
25.91_25.9_25_C_Fabrication de fûts et emballages métalliques similaires_Fabrication de fûts et emballages métalliques similaires_Fab. fût & emballage métalliq. similaire
25.92_25.9_25_C_Fabrication d'emballages métalliques légers_Fabrication d'emballages métalliques légers_Fabric. d'emballages métalliques légers
25.93_25.9_25_C_Fabrication d'articles en fils métalliques, de chaînes et de ressorts_Fabrication d'articles en fils métalliques, chaînes et ressorts_Fab. art. fil métal., chaîne & ressort
25.94_25.9_25_C_Fabrication de vis et de boulons_Fabrication de vis et de boulons_Fabrication de vis et de boulons
25.99_25.9_25_C_Fabrication d'autres produits métalliques n.c.a._Fabrication d'autres produits métalliques n.c.a._Fabric. autres prod. métalliques n.c.a.
26.11_26.1_26_C_Fabrication de composants électroniques_Fabrication de composants électroniques_Fabrication de composants électroniques
26.12_26.1_26_C_Fabrication de cartes électroniques assemblées_Fabrication de cartes électroniques assemblées_Fab de cartes électroniques assemblées
26.20_26.2_26_C_Fabrication d'ordinateurs et d'équipements périphériques_Fabrication d'ordinateurs et d'équipements périphériques_Fab. ordinateur & équipement périphériq.
26.30_26.3_26_C_Fabrication d'équipements de communication_Fabrication d'équipements de communication_Fabric. d'équipements de communication
26.40_26.4_26_C_Fabrication de produits électroniques grand public_Fabrication de produits électroniques grand public_Fab. produit électronique grand public
26.51_26.5_26_C_Fabrication d'instruments et d'appareils de mesure, d'essai et de navigation_Fabric. instruments & d'appareils mesure, essai & de navigation_Fab. instrum. de mesure & de navigation
26.52_26.5_26_C_Horlogerie_Horlogerie_Horlogerie
26.60_26.6_26_C_Fabrication d'équipements d'irradiation médicale, d'équipements électromédicaux et électrothérapeutiques_Fab. éqpts d'irradiation médic. électromédic. & électrothérapeut._Fab. éqpt irrad. médic. & électromedic.
26.70_26.7_26_C_Fabrication de matériels optique et photographique_Fabrication de matériels optique et photographique_Fab. matériel optique et photographique
26.80_26.8_26_C_Fabrication de supports magnétiques et optiques_Fabrication de supports magnétiques et optiques_Fab. de supports magnétiques et optiques
27.11_27.1_27_C_Fabrication de moteurs, génératrices et transformateurs électriques_Fabrication de moteurs, génératrices, transformateurs électriques_Fab. moteur génér. transfo. & mat. élec.
27.12_27.1_27_C_Fabrication de matériel de distribution et de commande électrique_Fabrication de matériel de distribution et de commande électrique_Fab. mat. de distrib. & de cde électri.
27.20_27.2_27_C_Fabrication de piles et d'accumulateurs électriques_Fabrication de piles et d'accumulateurs électriques_Fabric. pile & accumulateur électrique
27.31_27.3_27_C_Fabrication de câbles de fibres optiques_Fabrication de câbles de fibres optiques_Fabrication de câbles de fibres optiques
27.32_27.3_27_C_Fabrication d'autres fils et câbles électroniques ou électriques_Fabrication d'autres fils et câbles électroniques ou électriques_Fab. aut. fil & câble éltron. ou éltriq.
27.33_27.3_27_C_Fabrication de matériel d'installation électrique_Fabrication de matériel d'installation électrique_Fabric. matériel installation électrique
27.40_27.4_27_C_Fabrication d'appareils d'éclairage électrique_Fabrication d'appareils d'éclairage électrique_Fabric. appareils d'éclairage électrique
