Niv3_Niv2_Niv 1_NAF Rev 2 - Version finale_NAF Rev 2 - 65 caractères_NAF Rev 2 - 40 Caractères
17.1_17_C_Fabrication de pâte à papier, de papier et de carton_Fabrication de pâte à papier, de papier et de carton_Fab. de pâte à papier, papier et carton
17.2_17_C_Fabrication d'articles en papier ou en carton_Fabrication d'articles en papier ou en carton_Fab. d'articles en papier ou en carton
18.1_18_C_Imprimerie et services annexes_Imprimerie et services annexes_Imprimerie et services annexes
18.2_18_C_Reproduction d'enregistrements_Reproduction d'enregistrements_Reproduction d'enregistrements
19.1_19_C_Cokéfaction_Cokéfaction_Cokéfaction
19.2_19_C_Raffinage du pétrole_Raffinage du pétrole_Raffinage du pétrole
20.1_20_C_Fabrication de produits chimiques de base, de produits azotés et d'engrais, de matières plastiques de base et de caoutchouc synthétique_Fab. prod. chimiq. base, azoté, engrais, plast. & caoutch. synth._Fab. prod. chimi., plast. & caout. synt.
20.2_20_C_Fabrication de pesticides et d'autres produits agrochimiques_Fabrication de pesticides et d’autres produits agrochimiques_Fab. pesticide & aut. prod. agrochimique
20.3_20_C_Fabrication de peintures, vernis, encres et mastics_Fabrication de peintures, vernis, encres et mastics_Fab. de peinture, vernis, encre & mastic
20.4_20_C_Fabrication de savons, de produits d'entretien et de parfums_Fabrication de savons, de produits d'entretien et de parfums_Fab. savon, prod. entretien & parfum
20.5_20_C_Fabrication d'autres produits chimiques_Fabrication d'autres produits chimiques_Fabrication d'autres produits chimiques
20.6_20_C_Fabrication de fibres artificielles ou synthétiques_Fabrication de fibres artificielles ou synthétiques_Fab. fibre artificielle ou synthétique
21.1_21_C_Fabrication de produits pharmaceutiques de base_Fabrication de produits pharmaceutiques de base_Fab. de produits pharmaceutiques de base
21.2_21_C_Fabrication de préparations pharmaceutiques_Fabrication de préparations pharmaceutiques_Fabric. de préparations pharmaceutiques
22.1_22_C_Fabrication de produits en caoutchouc_Fabrication de produits en caoutchouc_Fabrication de produits en caoutchouc
22.2_22_C_Fabrication de produits en plastique_Fabrication de produits en plastique_Fabrication de produits en plastique
23.1_23_C_Fabrication de verre et d'articles en verre_Fabrication de verre et d'articles en verre_Fabric de verre et d'articles en verre
23.2_23_C_Fabrication de produits réfractaires_Fabrication de produits réfractaires_Fabrication de produits réfractaires
23.3_23_C_Fabrication de matériaux de construction en terre cuite_Fabrication de matériaux de construction en terre cuite_Fab. matériaux de constr. en terre cuite
23.4_23_C_Fabrication d'autres produits en céramique et en porcelaine_Fabrication d'autres produits en céramique et en porcelaine_Fab. aut .prod. en céramiq. & porcelaine
23.5_23_C_Fabrication de ciment, chaux et plâtre_Fabrication de ciment, chaux et plâtre_Fabrication de ciment, chaux et plâtre
23.6_23_C_Fabrication d'ouvrages en béton, en ciment ou en plâtre_Fabrication d'ouvrages en béton, en ciment ou en plâtre_Fabric. ouvrage en béton, ciment, plâtre
23.7_23_C_Taille, façonnage et finissage de pierres_Taille, façonnage et finissage de pierres_Taille, façonnage & finissage de pierres
23.9_23_C_Fabrication de produits abrasifs et de produits minéraux non métalliques n.c.a._Fabric. prod. abrasifs & produits minéraux non métalliques n.c.a._Fab. pdt abrasif & minér. non métal nca.
24.1_24_C_Sidérurgie_Sidérurgie_Sidérurgie
24.2_24_C_Fabrication de tubes, tuyaux, profilés creux et accessoires correspondants en acier_Fabric. tubes, tuyaux, profilés creux & accessoir. corresp. acier_Fab. tube, profilé creux etc. en acier
24.3_24_C_Fabrication d'autres produits de première transformation de l'acier_Fabrication autres produits 1ere transformation de l'acier_Fab. aut. prod. de 1ère transform. acier
24.4_24_C_Production de métaux précieux et d'autres métaux non ferreux_Production de métaux précieux et d'autres métaux non ferreux_Prod. métaux précieux & aut. m. non fer.
24.5_24_C_Fonderie_Fonderie_Fonderie
25.1_25_C_Fabrication d'éléments en métal pour la construction_Fabrication d'éléments en métal pour la construction_Fab. élément en métal pour la construct.
25.2_25_C_Fabrication de réservoirs, citernes et conteneurs métalliques_Fabrication de réservoirs, citernes et conteneurs métalliques_Fab. réservr, citerne & conteneur métal.
25.3_25_C_Fabrication de générateurs de vapeur, à l'exception des chaudières pour le chauffage central_Fabric. générateurs vapeur sf chaudières pour chauffage central_Fab. générat. vapeur sf pr chauff. ctral
25.4_25_C_Fabrication d'armes et de munitions_Fabrication d'armes et de munitions_Fabrication d'armes et de munitions
25.5_25_C_Forge, emboutissage, estampage ; métallurgie des poudres_Forge, emboutissage, estampage; métallurgie des poudres_Forge, etc.; métallurgie des poudres
25.6_25_C_Traitement et revêtement des métaux ; usinage_Traitement et revêtement des métaux; usinage_Traitmnt & revêtmnt des métaux; usinage
25.7_25_C_Fabrication de coutellerie, d'outillage et de quincaillerie_Fabrication de coutellerie, d'outillage et de quincaillerie_Fab. coutellerie, outillage & quincaill.
25.9_25_C_Fabrication d'autres ouvrages en métaux_Fabrication d'autres ouvrages en métaux_Fabrication d'autres ouvrages en métaux
26.1_26_C_Fabrication de composants et cartes électroniques_Fabrication de composants et cartes électroniques_Fab. de composants & cartes électroniq.
26.2_26_C_Fabrication d'ordinateurs et d'équipements périphériques_Fabrication d'ordinateurs et d'équipements périphériques_Fab. ordinateur & équipement périphériq.
26.3_26_C_Fabrication d'équipements de communication_Fabrication d'équipements de communication_Fabric. d'équipements de communication
26.4_26_C_Fabrication de produits électroniques grand public_Fabrication de produits électroniques grand public_Fab. produit électronique grand public
26.5_26_C_Fabrication d'instruments et d'appareils de mesure, d'essai et de navigation ; horlogerie_Fab. instrum. & appar. de mesure, essai & navigation; horlogerie_Fab. instr. mesure, navigat.; horlogerie
26.6_26_C_Fabrication d'équipements d'irradiation médicale, d'équipements électromédicaux et électrothérapeutiques_Fab. éqpts d'irradiation médic. électromédic. & électrothérapeut._Fab. éqpt irrad. médic. & électromedic.
26.7_26_C_Fabrication de matériels optique et photographique_Fabrication de matériels optique et photographique_Fab. matériel optique et photographique
26.8_26_C_Fabrication de supports magnétiques et optiques_Fabrication de supports magnétiques et optiques_Fab. de supports magnétiques et optiques
27.1_27_C_Fabrication de moteurs, génératrices et transformateurs électriques et de matériel de distribution et de commande électrique_Fab. moteurs générat. transfo. élec., mat. distrib. & cde électr._Fab. moteur génér. transfo. & mat. élec.
27.2_27_C_Fabrication de piles et d'accumulateurs électriques_Fabrication de piles et d'accumulateurs électriques_Fabric. pile & accumulateur électrique
27.3_27_C_Fabrication de fils et câbles et de matériel d'installation électrique_Fabric. fils câbles & matériel d'installation électrique_Fab. fil câble & mat. install. électriq.
27.4_27_C_Fabrication d'appareils d'éclairage électrique_Fabrication d'appareils d'éclairage électrique_Fabric. appareils d'éclairage électrique
27.5_27_C_Fabrication d'appareils ménagers_Fabrication d'appareils ménagers_Fabrication d'appareils ménagers
27.9_27_C_Fabrication d'autres matériels électriques_Fabrication d'autres matériels électriques_Fabric. d'autres matériels électriques
28.1_28_C_Fabrication de machines d'usage général_Fabrication de machines d'usage général_Fabrication de machines d'usage général
28.2_28_C_Fabrication d'autres machines d'usage général_Fabrication d'autres machines d'usage général_Fabric. autres machines d'usage général
28.3_28_C_Fabrication de machines agricoles et forestières_Fabrication de machines agricoles et forestières_Fab. machines agricoles et forestières
28.4_28_C_Fabrication de machines de formage des métaux et de machines-outils_Fabrication machines de formage des métaux & machines-outils_Fab. mach. formage métaux & mach.-outil
28.9_28_C_Fabrication d'autres machines d'usage spécifique_Fabrication d'autres machines d'usage spécifique_Fabric. autre machine d'usage spécifique
29.1_29_C_Construction de véhicules automobiles_Construction de véhicules automobiles_Construction de véhicules automobiles
29.2_29_C_Fabrication de carrosseries et remorques_Fabrication de carrosseries et remorques_Fabrication de carrosseries et remorques
29.3_29_C_Fabrication d'équipements automobiles_Fabrication d'équipements automobiles_Fabrication d'équipements automobiles
30.1_30_C_Construction navale_Construction navale_Construction navale
30.2_30_C_Construction de locomotives et d'autre matériel ferroviaire roulant_Construction locomotives et autre matériel ferroviaire roulant_Const. loco. & autre mat. ferro. roulant
30.3_30_C_Construction aéronautique et spatiale_Construction aéronautique et spatiale_Construction aéronautique et spatiale
30.4_30_C_Construction de véhicules militaires de combat_Construction de véhicules militaires de combat_Constr. véhicules militaires de combat
30.9_30_C_Fabrication de matériels de transport n.c.a._Fabrication de matériels de transport n.c.a._Fabric. de matériels de transport n.c.a.
31.0_31_C_Fabrication de meubles_Fabrication de meubles_Fabrication de meubles
32.1_32_C_Fabrication d'articles de joaillerie, bijouterie et articles similaires_Fabrication articles joaillerie, bijouterie & articles similaires_Fab. artic. joaillerie, bijout. & simil.
32.2_32_C_Fabrication d'instruments de musique_Fabrication d'instruments de musique_Fabrication d'instruments de musique
32.3_32_C_Fabrication d'articles de sport_Fabrication d'articles de sport_Fabrication d'articles de sport
32.4_32_C_Fabrication de jeux et jouets_Fabrication de jeux et jouets_Fabrication de jeux et jouets
32.5_32_C_Fabrication d'instruments et de fournitures à usage médical et dentaire_Fabrication instruments & fournitures à usage médical & dentaire_Fab. inst. & fournit. usage méd. & dent.
32.9_32_C_Activités manufacturières n.c.a._Activités manufacturières n.c.a._Activités manufacturières n.c.a.
33.1_33_C_Réparation d'ouvrages en métaux, de machines et d'équipements_Réparation d'ouvrages en métaux, de machines et d'équipements_Répar. ouvrage en métaux, mach. & équipt
33.2_33_C_Installation de machines et d'équipements industriels_Installation de machines et d'équipements industriels_Install. de machines & équipt industriel
35.1_35_D_Production, transport et distribution d'électricité_Production, transport et distribution d'électricité_Prod., transport & distrib. électricité
35.2_35_D_Production et distribution de combustibles gazeux_Production et distribution de combustibles gazeux_Prod. & distrib. de combustibles gazeux
35.3_35_D_Production et distribution de vapeur et d'air conditionné_Production et distribution de vapeur et d'air conditionné_Prod. & distrib. vapeur et air condit.
36.0_36_E_Captage, traitement et distribution d'eau_Captage, traitement et distribution d'eau_Captage, traitement & distribution d'eau
37.0_37_E_Collecte et traitement des eaux usées_Collecte et traitement des eaux usées_Collecte et traitement des eaux usées
38.1_38_E_Collecte des déchets_Collecte des déchets_Collecte des déchets
38.2_38_E_Traitement et élimination des déchets_Traitement et élimination des déchets_Traitement et élimination des déchets
38.3_38_E_Récupération_Récupération_Récupération
39.0_39_E_Dépollution et autres services de gestion des déchets_Dépollution et autres services de gestion des déchets_Dépollution & autre sces gestion déchets
41.1_41_F_Promotion immobilière_Promotion immobilière_Promotion immobilière
41.2_41_F_Construction de bâtiments résidentiels et non résidentiels_Construction de bâtiments résidentiels et non résidentiels_Construc. bâtimnt résid. & non résident.
42.1_42_F_Construction de routes et de voies ferrées_Construction de routes et de voies ferrées_Construction de route & de voies ferrées
42.2_42_F_Construction de réseaux et de lignes_Construction de réseaux et de lignes_Construction de réseaux et de lignes
42.9_42_F_Construction d'autres ouvrages de génie civil_Construction d'autres ouvrages de génie civil_Construc. autres ouvrages de génie civil
43.1_43_F_Démolition et préparation des sites_Démolition et préparation des sites_Démolition et préparation des sites
43.2_43_F_Travaux d'installation électrique, plomberie et autres travaux d'installation_Travaux install. électrique plomberie & autres travaux d'install._Travaux install. élect. plomberie & aut.
43.3_43_F_Travaux de finition_Travaux de finition_Travaux de finition
43.9_43_F_Autres travaux de construction spécialisés_Autres travaux de construction spécialisés_Autres travaux construction spécialisés
45.1_45_G_Commerce de véhicules automobiles_Commerce de véhicules automobiles_Commerce de véhicules automobiles
45.2_45_G_Entretien et réparation de véhicules automobiles_Entretien et réparation de véhicules automobiles_Entretien & répar. de véhicule auto.
45.3_45_G_Commerce d'équipements automobiles_Commerce d'équipements automobiles_Commerce d'équipements automobiles
45.4_45_G_Commerce et réparation de motocycles_Commerce et réparation de motocycles_Commerce et réparation de motocycles
46.1_46_G_Intermédiaires du commerce de gros_Intermédiaires du commerce de gros_Intermédiaires du commerce de gros
46.2_46_G_Commerce de gros de produits agricoles bruts et d'animaux vivants_Commerce de gros de produits agricoles bruts et d'animaux vivants_Com. gros prod. agric. brut & anim. viv.
46.3_46_G_Commerce de gros de produits alimentaires, de boissons et de tabac_Comm. gros produits alimentaires boissons & tabac_Comm. gros prod. alim. boisson & tabac
46.4_46_G_Commerce de gros de biens domestiques_Commerce de gros de biens domestiques_Commerce de gros de biens domestiques
46.5_46_G_Commerce de gros d'équipements de l'information et de la communication_Comm. gros équipts de l'information et de la communication_Comm. gros équipt. information & com.
46.6_46_G_Commerce de gros d'autres équipements industriels_Commerce de gros d'autres équipements industriels_Commerce de gros autres équipts indust.
46.7_46_G_Autres commerces de gros spécialisés_Autres commerces de gros spécialisés_Autres commerces de gros spécialisés
46.9_46_G_Commerce de gros non spécialisé_Commerce de gros non spécialisé_Commerce de gros non spécialisé
47.1_47_G_Commerce de détail en magasin non spécialisé_Commerce de détail en magasin non spécialisé_Comm. détail en magasin non spécialisé
47.2_47_G_Commerce de détail alimentaire en magasin spécialisé_Commerce de détail alimentaire en magasin spécialisé_Com. dét. aliment. en magasin spécialisé
47.3_47_G_Commerce de détail de carburants en magasin spécialisé_Commerce de détail de carburants en magasin spécialisé_Comm. détail carburant en mag. spéciali.
47.4_47_G_Commerce de détail d'équipements de l'information et de la communication en magasin spécialisé_Comm. détail équipts de l'information & communic. (magas. spéc.)_Com. dét. équipt information & com. (ms)
47.5_47_G_Commerce de détail d'autres équipements du foyer en magasin spécialisé_Comm. détail autres équipts du foyer (magasin spécialisé)_Com. dét. aut. éqpt du foyer (mag. spé.)
47.6_47_G_Commerce de détail de biens culturels et de loisirs en magasin spécialisé_Comm. détail biens culturels & loisirs (magasin spécialisé)_Comm. dét. biens culturels & loisir (ms)
47.7_47_G_Autres commerces de détail en magasin spécialisé_Autres commerces de détail en magasin spécialisé_Autre comm. détail en magasin spécialisé
47.8_47_G_Commerce de détail sur éventaires et marchés_Commerce de détail sur éventaires et marchés_Commerce détail sur éventaires & marchés
47.9_47_G_Commerce de détail hors magasin, éventaires ou marchés_Commerce de détail hors magasin, éventaires ou marchés_Com. dét. hors mag. éventair. ou marchés
49.1_49_H_Transport ferroviaire interurbain de voyageurs_Transport ferroviaire interurbain de voyageurs_Transport ferrov. interurbain voyageur
49.2_49_H_Transports ferroviaires de fret_Transports ferroviaires de fret_Transports ferroviaires de fret
49.3_49_H_Autres transports terrestres de voyageurs_Autres transports terrestres de voyageurs_Autres transports terrestres de voyageur
49.4_49_H_Transports routiers de fret et services de déménagement_Transports routiers de fret et services de déménagement_Transport routier de fret & sce déménagt
49.5_49_H_Transports par conduites_Transports par conduites_Transports par conduites
50.1_50_H_Transports maritimes et côtiers de passagers_Transports maritimes et côtiers de passagers_Transport maritime & côtier de passagers
50.2_50_H_Transports maritimes et côtiers de fret_Transports maritimes et côtiers de fret_Transports maritimes et côtiers de fret
50.3_50_H_Transports fluviaux de passagers_Transports fluviaux de passagers_Transports fluviaux de passagers
50.4_50_H_Transports fluviaux de fret_Transports fluviaux de fret_Transports fluviaux de fret
51.1_51_H_Transports aériens de passagers_Transports aériens de passagers_Transports aériens de passagers
51.2_51_H_Transports aériens de fret et transports spatiaux_Transports aériens de fret et transports spatiaux_Transp. aérien de fret & trans. spatiaux
52.1_52_H_Entreposage et stockage_Entreposage et stockage_Entreposage et stockage
52.2_52_H_Services auxiliaires des transports_Services auxiliaires des transports_Services auxiliaires des transports
53.1_53_H_Activités de poste dans le cadre d'une obligation de service universel_Activ. poste dans le cadre d'une obligation de service universel_Activ. poste (obligation sce universel)
53.2_53_H_Autres activités de poste et de courrier_Autres activités de poste et de courrier_Autres activités de poste et de courrier
55.1_55_I_Hôtels et hébergement similaire_Hôtels et hébergement similaire_Hôtels et hébergement similaire
55.2_55_I_Hébergement touristique et autre hébergement de courte durée_Hébergement touristique et autre hébergement de courte durée_Hébergt tourist. & aut. hbt courte durée
55.3_55_I_Terrains de camping et parcs pour caravanes ou véhicules de loisirs_Terrains camping & parcs pour caravanes ou véhicules de loisirs_Terrain camping & parc pr caravane etc.
55.9_55_I_Autres hébergements_Autres hébergements_Autres hébergements
56.1_56_I_Restaurants et services de restauration mobile_Restaurants et services de restauration mobile_Restaurant & serv. de restaurat. mobile
56.2_56_I_Traiteurs et autres services de restauration_Traiteurs et autres services de restauration_Traiteur & autre service de restauration
56.3_56_I_Débits de boissons_Débits de boissons_Débits de boissons
58.1_58_J_Édition de livres et périodiques et autres activités d'édition_Édition de livres et périodiques et autres activités d'édition_Édition livre & périodiq. & aut. édition
58.2_58_J_Édition de logiciels_Édition de logiciels_Édition de logiciels
59.1_59_J_Activités cinématographiques, vidéo et de télévision_Activités cinématographiques, vidéo et de télévision_Activ. cinématogra., vidéo & télévision
59.2_59_J_Enregistrement sonore et édition musicale_Enregistrement sonore et édition musicale_Enregistrement sonore & édition musicale
60.1_60_J_Édition et diffusion de programmes radio_Édition et diffusion de programmes radio_Édition et diffusion de programmes radio
60.2_60_J_Programmation de télévision et télédiffusion_Programmation de télévision et télédiffusion_Programmation de télévision & télédiff.
61.1_61_J_Télécommunications filaires_Télécommunications filaires_Télécommunications filaires
61.2_61_J_Télécommunications sans fil_Télécommunications sans fil_Télécommunications sans fil
61.3_61_J_Télécommunications par satellite_Télécommunications par satellite_Télécommunications par satellite
61.9_61_J_Autres activités de télécommunication_Autres activités de télécommunication_Autres activités de télécommunication
62.0_62_J_Programmation, conseil et autres activités informatiques_Programmation, conseil et autres activités informatiques_Pgmtion conseil & aut. act. informatique
63.1_63_J_Traitement de données, hébergement et activités connexes ; portails Internet_Trt de données, hébergement & activ. connexes; portails Internet_Trt donnée, hébrgt etc.; portail Internt
63.9_63_J_Autres services d'information_Autres services d'information_Autres services d'information
64.1_64_K_Intermédiation monétaire_Intermédiation monétaire_Intermédiation monétaire
64.2_64_K_Activités des sociétés holding_Activités des sociétés holding_Activités des sociétés holding
64.3_64_K_Fonds de placement et entités financières similaires_Fonds de placement et entités financières similaires_Fonds placement & entité financ. simil.
64.9_64_K_Autres activités des services financiers, hors assurance et caisses de retraite_Autres activ. serv. financiers, hors assurance & caisses retraite_Aut. act. finan. hs assur. & c. retrait.
65.1_65_K_Assurance_Assurance_Assurance
65.2_65_K_Réassurance_Réassurance_Réassurance
65.3_65_K_Caisses de retraite_Caisses de retraite_Caisses de retraite
66.1_66_K_Activités auxiliaires de services financiers, hors assurance et caisses de retraite_Activ. auxil. serv. financiers, hors assurance & caisses retraite_Act. aux. sce financ. hs ass. & retraite
66.2_66_K_Activités auxiliaires d'assurance et de caisses de retraite_Activités auxiliaires d'assurance et de caisses de retraite_Act. auxil. assurance & caisse retraite
66.3_66_K_Gestion de fonds_Gestion de fonds_Gestion de fonds
68.1_68_L_Activités des marchands de biens immobiliers_Activités des marchands de biens immobiliers_Activité marchands de biens immobiliers
68.2_68_L_Location et exploitation de biens immobiliers propres ou loués_Location et exploitation de biens immobiliers propres ou loués_Loc. & exploi. bien immo. propre ou loué
68.3_68_L_Activités immobilières pour compte de tiers_Activités immobilières pour compte de tiers_Activité immobilière pour cpte de tiers
69.1_69_M_Activités juridiques_Activités juridiques_Activités juridiques
69.2_69_M_Activités comptables_Activités comptables_Activités comptables
70.1_70_M_Activités des sièges sociaux_Activités des sièges sociaux_Activités des sièges sociaux
70.2_70_M_Conseil de gestion_Conseil de gestion_Conseil de gestion
71.1_71_M_Activités d'architecture et d'ingénierie_Activités d'architecture et d'ingénierie_Activités d'architecture et d'ingénierie
71.2_71_M_Activités de contrôle et analyses techniques_Activités de contrôle et analyses techniques_Activité de contrôle & analyse technique
72.1_72_M_Recherche-développement en sciences physiques et naturelles_Recherche-développement en sciences physiques et naturelles_R&D en sciences physiques et naturelles
72.2_72_M_Recherche-développement en sciences humaines et sociales_Recherche-développement en sciences humaines et sociales_R&D en sciences humaines et sociales
73.1_73_M_Publicité_Publicité_Publicité
73.2_73_M_Études de marché et sondages_Études de marché et sondages_Études de marché et sondages
74.1_74_M_Activités spécialisées de design_Activités spécialisées de design_Activités spécialisées de design
74.2_74_M_Activités photographiques_Activités photographiques_Activités photographiques
74.3_74_M_Traduction et interprétation_Traduction et interprétation_Traduction et interprétation
74.9_74_M_Autres activités spécialisées, scientifiques et techniques n.c.a._Autres activités spécialisées, scientifiques et techniques n.c.a._Aut. act. spéc. scientif. & techn. nca.
75.0_75_M_Activités vétérinaires_Activités vétérinaires_Activités vétérinaires
77.1_77_N_Location et location-bail de véhicules automobiles_Location et location-bail de véhicules automobiles_Loc. & loc.-bail de véhicule automobile
77.2_77_N_Location et location-bail de biens personnels et domestiques_Location et location-bail de biens personnels et domestiques_Loc. & loc.-bail bien perso. & domestiq.
77.3_77_N_Location et location-bail d'autres machines, équipements et biens_Location et location-bail d'autres machines, équipements et biens_Loc. & loc.-bail aut. mach., éqpt & bien
77.4_77_N_Location-bail de propriété intellectuelle et de produits similaires, à l'exception des œuvres soumises à copyright_Loc-bail de propriété intell. & sf oeuvres soumises à copyright_Loc-bail propr. intel., sf oeuvre avec ©
78.1_78_N_Activités des agences de placement de main-d'œuvre_Activités des agences de placement de main-d'oeuvre_Activ. agence placement de main-d'oeuvre
78.2_78_N_Activités des agences de travail temporaire_Activités des agences de travail temporaire_Activ. des agences de travail temporaire
78.3_78_N_Autre mise à disposition de ressources humaines_Autre mise à disposition de ressources humaines_Aut. mise à dispo. de ressource humaine
79.1_79_N_Activités des agences de voyage et voyagistes_Activités des agences de voyage et voyagistes_Activités agences de voyage & voyagistes
79.9_79_N_Autres services de réservation et activités connexes_Autres services de réservation et activités connexes_Autre serv. réservation & activ. connexe
80.1_80_N_Activités de sécurité privée_Activités de sécurité privée_Activités de sécurité privée
80.2_80_N_Activités liées aux systèmes de sécurité_Activités liées aux systèmes de sécurité_Activités liées aux systèmes de sécurité
80.3_80_N_Activités d'enquête_Activités d'enquête_Activités d'enquête
81.1_81_N_Activités combinées de soutien lié aux bâtiments_Activités combinées de soutien lié aux bâtiments_Act. combinée soutien lié aux bâtiments
81.2_81_N_Activités de nettoyage_Activités de nettoyage_Activités de nettoyage
81.3_81_N_Services d'aménagement paysager_Services d'aménagement paysager_Services d'aménagement paysager
82.1_82_N_Activités administratives_Activités administratives_Activités administratives
82.2_82_N_Activités de centres d'appels_Activités de centres d'appels_Activités de centres d'appels
82.3_82_N_Organisation de salons professionnels et congrès_Organisation de salons professionnels et congrès_Organisation salon profession. & congrès
82.9_82_N_Activités de soutien aux entreprises n.c.a._Activités de soutien aux entreprises n.c.a._Activités soutien aux entreprises nca.
84.1_84_O_Administration générale, économique et sociale_Administration générale, économique et sociale_Admin. générale, économique & sociale
84.2_84_O_Services de prérogative publique_Services de prérogative publique_Services de prérogative publique
84.3_84_O_Sécurité sociale obligatoire_Sécurité sociale obligatoire_Sécurité sociale obligatoire
85.1_85_P_Enseignement pré-primaire_Enseignement pré-primaire_Enseignement pré-primaire
85.2_85_P_Enseignement primaire_Enseignement primaire_Enseignement primaire
85.3_85_P_Enseignement secondaire_Enseignement secondaire_Enseignement secondaire
